comment_id,commentor_username,post_id,score,readers_count,created_at,body
1435231,SivaRamaKrishnaNV,296779,5.6,2,2024-06-24T19:26:21.970Z,"<p>Dear <a class=""mention"" href=""/u/collin.day"">@collin.day</a>,<br>
It indicates either enabled ISP output related queue or SIPL notification queues are full.</p>"
1438514,collin.day,296779,0.2,0,2024-06-28T19:03:30.655Z,<p>Thank you for clarifying that.</p>
1432240,SivaRamaKrishnaNV,296848,5.8,3,2024-06-18T17:29:27.433Z,"<aside class=""quote no-group"" data-username=""collin.day"" data-post=""1"" data-topic=""296848"">
<div class=""title"">
<div class=""quote-controls""></div>
<img loading=""lazy"" alt="""" width=""24"" height=""24"" class=""avatar"" src=""https://global.discourse-cdn.com/nvidia/original/3X/d/2/d2a387bcc59afb6f6fc9281deb01d412675e26e6.png"" data-dominant-color=""DADBDA""> collin.day:</div>
<blockquote>
<p>I was looking in the SDK API docs, but I don’t see anything</p>
</blockquote>
</aside>
<p>Dear <a class=""mention"" href=""/u/collin.day"">@collin.day</a>,<br>
Are you asking about DriveWorks APIs?</p>"
1432315,collin.day,296848,0.8,3,2024-06-18T21:10:12.852Z,<p>No - lower level.  DriveOS SDK.</p>
1435233,SivaRamaKrishnaNV,296848,5.8,3,2024-06-24T19:36:37.957Z,"<p>Dear <a class=""mention"" href=""/u/collin.day"">@collin.day</a>,<br>
Could you elaborate a bit more on the request?</p>
<aside class=""quote no-group"" data-username=""collin.day"" data-post=""1"" data-topic=""296848"">
<div class=""title"">
<div class=""quote-controls""></div>
<img loading=""lazy"" alt="""" width=""24"" height=""24"" class=""avatar"" src=""https://global.discourse-cdn.com/nvidia/original/3X/d/2/d2a387bcc59afb6f6fc9281deb01d412675e26e6.png"" data-dominant-color=""DADBDA""> collin.day:</div>
<blockquote>
<p>is there trigger received event in the system - similar to the signals in NvSiplPipelineNotifier that tells us when a trigger signal is received</p>
</blockquote>
</aside>"
1438513,collin.day,296848,0.4,2,2024-06-28T19:00:21.870Z,"<p>I think I can rephrase this - maybe expand a little bit - but other than NvSIPLPipelineNotifier events, are there any other events in the system that I can listen for or tap into through the DriveOS sdk?</p>"
1438315,SivaRamaKrishnaNV,298033,0.8,5,2024-06-28T09:55:03.497Z,"<p>Dear <a class=""mention"" href=""/u/akshay.tupkar"">@akshay.tupkar</a><br>
May I know which sensor you like to use ?<br>
Is there any reason you are looking for a non supported sensors.<br>
Please see <a href=""https://developer.nvidia.com/docs/drive/drive-os/6.0.8.1/public/driveworks-nvsdk/nvsdk_dw_html/advanced_tutorials.html#dwx_advanced_tutorials_custom"" class=""inline-onebox"">DriveWorks SDK Reference: Advanced Tutorials</a> if it helps</p>"
1426559,SivaRamaKrishnaNV,295783,23.8,19,2024-06-10T17:30:57.950Z,"<p>Dear <a class=""mention"" href=""/u/chintan.patel2"">@chintan.patel2</a>,<br>
Does <a href=""https://forums.developer.nvidia.com/t/how-to-develop-can-functionality-on-the-development-board/283128"" class=""inline-onebox"">How to develop ""Can"" functionality on the development board?</a> helps?</p>"
1427539,chintan.patel2,295783,3.0,15,2024-06-11T14:44:59.704Z,"<p>We have looked into the link provided by yourself, we tried to setup the can0 bitrate and sent some data through, as shown in the screenshots below.</p>
<p><div class=""lightbox-wrapper""><a class=""lightbox"" href=""https://global.discourse-cdn.com/nvidia/original/4X/1/b/c/1bca4591dc378924dd61ebf4192508455d26b461.jpeg"" data-download-href=""/uploads/short-url/3XQfVGCyaK8eZJZxTqBAD9dILvj.jpeg?dl=1"" title=""Screenshot from 2024-06-11 14-14-31"" rel=""noopener nofollow ugc""><img src=""https://global.discourse-cdn.com/nvidia/optimized/4X/1/b/c/1bca4591dc378924dd61ebf4192508455d26b461_2_690x388.jpeg"" alt=""Screenshot from 2024-06-11 14-14-31"" data-base62-sha1=""3XQfVGCyaK8eZJZxTqBAD9dILvj"" width=""690"" height=""388"" srcset=""https://global.discourse-cdn.com/nvidia/optimized/4X/1/b/c/1bca4591dc378924dd61ebf4192508455d26b461_2_690x388.jpeg, https://global.discourse-cdn.com/nvidia/optimized/4X/1/b/c/1bca4591dc378924dd61ebf4192508455d26b461_2_1035x582.jpeg 1.5x, https://global.discourse-cdn.com/nvidia/optimized/4X/1/b/c/1bca4591dc378924dd61ebf4192508455d26b461_2_1380x776.jpeg 2x"" data-dominant-color=""283134""><div class=""meta""><svg class=""fa d-icon d-icon-far-image svg-icon"" aria-hidden=""true""><use href=""#far-image""></use></svg><span class=""filename"">Screenshot from 2024-06-11 14-14-31</span><span class=""informations"">1920×1080 112 KB</span><svg class=""fa d-icon d-icon-discourse-expand svg-icon"" aria-hidden=""true""><use href=""#discourse-expand""></use></svg></div></a></div></p>
<p>The details that you see on the screenshot is only showing data between 2 terminal windows without the harness cables being connected. Therefore it is not a valid loopback test. We can seem to send any data via <em>cansend</em> function from one terminal window to another terminal window, which will receive the data when we use <em>candump</em> function, irrespective of the harness cables being connected or disconnected.</p>
<p>We require the following things to work:</p>
<ol>
<li>
<p>We want to test the cables, as in send the CAN signals through the cable harnesses and receive it on some other device. We have set up the CAN loopback connections as shown in the pictures of Harness H1&amp; H2 as shown in the link: <a href=""https://developer.nvidia.com/docs/drive/drive-os/6.0.8.1/public/drive-os-linux-sdk/common/topics/sys_components/CAN_test_specific_setup.html"" class=""inline-onebox"" rel=""noopener nofollow ugc"">Test Specific Setup | NVIDIA Docs</a></p>
</li>
<li>
<p>Is there a way to check if the <em>mttcan</em> and <em>mttcan-ivc</em> drivers are set on the target properly or not.</p>
</li>
<li>
<p>We want to run the sample program in Driveworks SDK called: "" ./sample_canbus_interpreter --driver=can.socket --params=device=can0 "" and test it with a real device. So for example we want to send steering angle data from the drive unit via Harness cable to the other end connected with a CAN interface device(CAN to USB) connected to another PC to see the received data.</p>
</li>
</ol>"
1428434,SivaRamaKrishnaNV,295783,8.0,15,2024-06-12T19:54:39.739Z,"<p>Hi <a class=""mention"" href=""/u/chintan.patel2"">@chintan.patel2</a> ,<br>
Just want to confirm if <strong>CAN Loopback Cable TS3</strong> is prepared? Could you please share the pictures of all connections used for the test?<br>
Also, could you try below commands<br>
Terminal 1</p>
<pre><code class=""lang-auto"">sudo ip link set can0 type can bitrate 500000 berr-reporting on
sudo ip link set can1 type can bitrate 500000 berr-reporting on 
sudo ip link set up can0 
sudo ip link set up can1
</code></pre>
<p>Terminal 2</p>
<pre><code class=""lang-auto"">candump -x can1
</code></pre>
<p>Terminal 1</p>
<pre><code class=""lang-auto"">cansend can0 220#50
</code></pre>
<p><code>mttcan</code> seems to be loaded by default on target. I am checking on file needs to be changed for mttcan-ivi and update you.</p>
<pre><code class=""lang-auto"">nvidia@tegra-ubuntu:~$ lsmod | grep can
can_raw                28672  0
can                    28672  1 can_raw
mttcan                 65536  0
can_dev                36864  1 mttcan
nvpps                  28672  2 mttcan,nvethernet
</code></pre>
<p>In your current setting, what do you see in log, when you run <code>./sample_canbus_interpreter --driver=can.socket --params=device=can0</code> on one terminal and run <code>cansend can0 220#50</code> in loop on other termimal.</p>"
1429134,chintan.patel2,295783,8.0,14,2024-06-13T12:29:11.074Z,"<p>Hi there, we are in the middle of testing the system with the instructions you specified. We however need to know how to access the log when we run <code>./sample_canbus_interpreter --driver=can.socket --params=device=can0</code></p>"
